SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,ReserveStatus,Reference,brown_algae,bladder_chain_kelp,red_algae,articulated_coralline_algae,encrusting_coralline_algae,sea_tongue,orange_cup_coral,La_Jolla_cup_coral,ornate_tube_worm,scaled_wormsnail,tunicates,Miscellaneous_Invertebrates_w_spiny_brittle_stars,acid_weed,green_algae,agar_weed,miscellaneous_plants,sponges,club_tipped_anemone,colonial_sand_tube_worm,bryozoans,Southern_staghorn_bryozoan,aggregated_red_sea_cucumber,spiny_brittle_star,Miscellaneous_Invertebrates_wo_spiny_brittle_stars,island_kelpfish,California_brown_sea_hare,Coronado_urchin,blackeye_goby,gumboot_chiton,chestnut_cowrie,Southern_sea_palm,threaded_abalone,white_abalone,oar_weed,blue_banded_goby,California_spiny_lobster,ochre_sea_star,California_sea_palm,devil_weed,stalked_tunicate,California_hydrocoral,white_spotted_rose_anemone,wakame,blacksmith,black_surfperch,striped_surfperch,opaleye,garibaldi,senorita,kelp_bass,pile_perch,kelp_rockfish,blue_rockfish,olive_rockfish,California_sheephead_female,California_sheephead_male,rock_wrasse_female,rock_wrasse_male,wavy_turban_snail,warty_sea_cucumber,bat_star,giant_spined_sea_star,red_sea_urchin,purple_sea_urchin,rock_scallop,pink_abalone,green_abalone,red_abalone,Kellets_whelk,red_gorgonian,white_sea_urchin,giant_kelp,giant_keyhole_limpet,brown_gorgonian,sunflower_star,orange_puffball_sponge,red_turban_snail,California_golden_gorgonian,queen_tegula,Shannon_Index,Simpson_Index
1,SM,San Miguel Island,WL,Wyckoff Ledge,1992,Outside,FALSE,1,4.7,53.2,14.499999999999998,31.7,6,1.5,1.3,9.9,0.2,0.8999999999999999,12.4,1.5,0,0,0,1.5,0.2,0.1,15.5,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,150,0,516.5999999999999,0,0,3.4,10,0,0,0,0,13.4,23.400000000000002,46.6,0,16.6,0,0,0,0,42.4596070780136,25.77560790535889,3.865501296444822,111.76002427968906,0,2.801388530690973,0,0,19.378014359591404,19.347593676855368,0,0,82.8944595610577,0,0.1029120774548545,0.3453754095011037,12.975148439367395,0.9576131465197657,0,0,1.7727013847931388,0.8621563998675421
1,SM,San Miguel Island,WL,Wyckoff Ledge,1993,Outside,FALSE,0.1,3.4000000000000004,67,16.7,26.5,10.6,1.4000000000000001,0.1,9.2,0.1,1.5,3.5999999999999996,14.399999999999999,0.6,1.5,0.4,1.6,0,1.0999999999999999,10.7,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,200,0,330.6,0,0,60.00000000000001,0,0,0,246.6,0,26.6,103.19999999999999,6.6,0,3.4,3.4,0,0,0,42.4596070780136,18.32289525356998,3.251745752727672,186.8198511065602,98.3898159039041,3.1237114144111233,0,0,2.5775786619563443,30.271526963353004,1.8181459838500147,0,59.39119766470588,0,0,3.6354407766302343,22.129897806522543,2.2589984455929586,0,0,1.9039858776030165,0.8802646037759319
1,SM,San Miguel Island,WL,Wyckoff Ledge,1994,Outside,FALSE,0.3,7.9,65.4,13.700000000000001,24.8,6.4,1.9,0,10.5,0.1,3.2,11.600000000000001,1.2,0,0,0,2.1,0,6.4,13.600000000000001,0,0,0,0,0,19.400000000000002,0,150,0,50,0,0,0,0,0,0,0,0,0,600,0,536.2,0,0,0,10,0,0,3.4,0,6.6,3.4,20,0,3.4,0,0,0,0,76.9364482526865,30.461309623939325,5.811385462455722,50.04908478685074,6.764163888865602,4.386813662974737,0,0,2.430715213103055,24.859912433956264,0,0.8694873808149045,45.565664874999996,0,0,0.7102694151242358,11.212603992312356,1.1641538493836778,0,0,2.054904365256503,0.8700398504879943
1,SM,San Miguel Island,WL,Wyckoff Ledge,1995,Outside,FALSE,1.5,11,80.80000000000001,18.3,46.9,19.3,1.9,0.7000000000000001,10.2,0,4.1000000000000005,8.5,31.7,0.2,0.6,0,0.5,0,0.6,5.5,0,0,0,0,0,2.8,0,300,0,0,0,0,0,0,0,0,0,0,0,300,0,358.4,0,0,23.400000000000002,6.8,0,0,203.4,0,13.4,23.4,13.4,0,0,0,0,0,0,30.96732668645597,12.797947873644064,0.6458550278475897,58.19702855724984,9.668025985830901,3.6614557593154986,0,0,14.266868619126635,16.501406285003696,1.34261743550106,0.8646791071788595,25.39545877155172,0,0,0.3000642512043967,7.51510549442886,1.0196735780020678,0,0,2.0940979440657452,0.8813536503032388
1,SM,San Miguel Island,WL,Wyckoff Ledge,1996,Outside,FALSE,1.5,11.33,79.17,12.83,42.83,2.67,0.67,0.16999999999999998,14.000000000000002,0,2,7.5,33.83,0.16999999999999998,0,0,0.5,0,1.83,6.67,0,0,0,0,0,22.2,0,0,0,0,0,0,0,83.4,0,0,0,0,0,250,0,680.6,0,0,10,0,0,0,3.4,0,6.8,6.6,10,0,0,3.4,0,0,0,21.382764839896904,11.208879681954159,0.2867214711952793,13.241073627617878,1.2126902946927982,4.676956824438433,0,0,15.212098515057539,17.694912735200933,0,0,46.613425133426965,0,0,0.03259580490477042,13.703154605727297,0.5872904571374095,0,0,1.7372556135180364,0.8850758155226585
1,SM,San Miguel Island,WL,Wyckoff Ledge,1997,Outside,FALSE,2.5,12.83,65.67,15.329999999999998,38.5,9.17,1.67,0.33,8.5,0,0.67,10.33,12.83,0,0,0,2,0,0,6,0,0,0,0,0,0,0,166.6,0,0,0,0,0,750,0,0,0,83.4,0,250,0,333.4,0,0,20,0,0,0,70,0,0,6.6,6.6,0,6.6,0,0,0,0,50.11346581879099,23.961502119723693,0.7647354690672131,46.84693017862293,7.69527545725724,1.9413213020664466,0,0,15.318057780982276,12.298007825425309,0,0.867083243996882,60.558373856435644,0.5113469119215124,0,0.08508074560384675,6.981783671298719,1.5368420795122906,0,0,1.9517942985113241,0.8852666962904185
1,SM,San Miguel Island,WL,Wyckoff Ledge,1998,Outside,FALSE,0.33,8.67,37.669999999999995,15.329999999999998,45.5,0,0.83,0.16999999999999998,7.17,0,0.16999999999999998,11.5,18.17,1.5,0,12,0.33,0,0.5,8.17,0,0,0,0,0,11.2,0,83.4,0,0,0,0,0,416.6,0,0,0,3916.6,0,583.4,0,669.4,0,0,36.6,3.4,0,0,0,0,6.6,0,0,0,3.4,0,0,0,0,63.59572449132643,22.102887243227535,0.7107684082783567,298.52825314934427,13.69225089050529,3.0915316921546685,0,0,6.630593798088699,23.619310003977755,0,0,28.068449562999998,0,0,1.0771537346092723,14.535898164835546,1.3248151189484576,0,0,2.024259428286437,0.8873557097428002
1,SM,San Miguel Island,WL,Wyckoff Ledge,1999,Outside,FALSE,4,1.5,38.5,16.830000000000002,22.67,2.5,0.5,1,13.170000000000002,0,1,21.33,0.16999999999999998,0,0,0,1.17,0,8.5,9,0,0,0,0,0,0,0,83.4,0,0,83.4,0,0,0,0,0,0,3583.3999999999996,0,1416.6000000000001,0,513.8000000000001,0,0,10,10,0,0,0,0,0,0,63.400000000000006,6.6,0,3.4,0,0,0,118.35770726420716,29.708890853040526,1.1824907313558597,40.054892505005064,49.25140069306765,2.3661737884954297,0,0,10.600926656904234,29.084454332445713,1.1802418336258071,0,55.32291670317756,0,0,0.11487084479318416,13.938234729648777,1.3485937304580227,0,0,2.0150090285762143,0.8766911451100972
1,SM,San Miguel Island,WL,Wyckoff Ledge,2000,Outside,FALSE,4.33,6.17,73.5,12.33,46,5.17,1.3299999999999998,0,16.669999999999998,0,2,12.17,55.33,0.67,0,0,1.3299999999999998,0,2.67,2.67,0,0,0,0,0,11.2,0,0,0,0,166.6,0,0,0,0,0,0,6750,0,666.6,0,502.8,0,0,3.4,0,0,0,6.6,0,0,0,0,0,6.6,0,0,0,0,30.96732668645597,17.003431289350456,0.9004516276623898,133.00814017405892,81.61631412025596,1.796249721334599,0,0,11.74306703882855,6.374758801377852,0,0.8789322040285644,2.82676668885,0,0,1.2262633148197235,9.265462602772624,0.7014283786911462,0,0,1.5604188084796933,0.8879841766016615
1,SM,San Miguel Island,WL,Wyckoff Ledge,2001,Outside,FALSE,2.67,1,62.5,6.67,30.17,1.3299999999999998,0.83,0.5,14.330000000000002,0,0.83,10.83,29.67,0,0.83,0.5,0.5,0,0.83,3.6700000000000004,0,0,0,0,0,0,0,500,0,83.4,0,0,0,0,0,0,0,1250,0,750,0,536.2,0,0,0,3.4,0,0,50,0,23.400000000000002,16.6,26.6,6.6,0,0,0,0,0,30.96732668645597,28.60087193035563,3.2663144264947874,765.4940831699038,151.5604136279797,1.274722797014132,0,0,36.38735169537334,12.566280439334442,1.1802418336258071,0.8646791071788595,14.987924744,0,0,5.015179333107331,12.046236213978016,1.1835855609009753,0,0,1.6353093962301883,0.8757984507160282
1,SM,San Miguel Island,WL,Wyckoff Ledge,2002,Outside,FALSE,3.3300000000000005,1.83,58.5,10.83,35,0.67,0.83,0.33,11.5,0,4.17,7.33,8.33,0.33,0,1.5,1.17,0.33,3,11.67,0,0,0,0,0,0,0,0,0,0,0,0,0,333.4,0,0,0,833.2,0,1000,0,497.2,0,0,6.6,6.6,0,0,3.4,0,6.6,6.6,33.4,0,0,0,0,0,0,0,15.331204770598587,1.1718545638265947,1048.5725607266754,40.66549193129533,2.656316949959125,0,0,44.62414093407305,9.127677174138956,0,0,63.829855735789465,0.3703730380461763,0,1.800260773758102,9.794497891457171,0,0,0,1.5626048731197058,0.874305746170142
1,SM,San Miguel Island,WL,Wyckoff Ledge,2003,Outside,FALSE,5.33,2,24.83,14.499999999999998,30,0.5,1.67,0.33,10.5,0,5.17,0,1,0,0.16999999999999998,0.16999999999999998,1.83,0.83,0,23.5,0,0,0,6.17,0,0,0,916.6,0,0,0,0,0,83.4,0,0,0,1416.7999999999997,0,333.4,0,611.1999999999999,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,26.79630008924847,0.23604592186785056,1118.293745469153,4.634935701596739,2.3661737884954297,0,0,43.21744283982646,11.610649471316455,0,0,56.040061899038456,0.6523207857968483,0,0.791839365646496,18.540872091033236,1.0293710099980302,0,0,1.545751980029468,0.8838388487644034
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,Outside,FALSE,1,0.33,3.5000000000000004,6.17,21.33,0,2.33,0.16999999999999998,9.67,0,1.3299999999999998,0,0,0,0,0,1.67,0.33,14.17,16.17,0.16999999999999998,0,0,12.67,0,0,0,166.6,0,0,0,0,0,0,0,0,0,416.79999999999995,0,250,0,744.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.129901296771543,0.7849499912447585,807.4796873848711,26.036616130132664,2.5112453692272774,0,0,40.55623969356246,11.967391143316787,1.1802418336258071,0,47.794704787352934,0.5945152079221226,0,1.8969302753697523,20.15021199312557,15.309556446071868,0,0,1.757415904648745,0.8620823716760778
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,Outside,FALSE,12.33,0,27.83,13.170000000000002,41.67,0.5,1.3299999999999998,0.5,14.17,0,1.5,0,17.5,0.16999999999999998,0,0.16999999999999998,0.83,0.67,0,9.17,0,0,0,3.5000000000000004,0,0,0,833.4,0,0,166.6,0,0,0,0,0,0,1750,0,333.4,0,483.4,0,0,0,16.6,0,0,0,0,43.4,3.4,6.6,0,0,0,0,0,0,40.55188853301503,29.689662607875892,0.2497969472402607,61.52375214248205,0.021772272146931126,2.801388530690973,0,0,28.969135023193026,9.28069155490428,0,0,17.150704325625,0.3703730380461763,0,3.6705116584352453,16.025029272672075,14.537989763255643,0,0,2.0639431325214277,0.866726311810985
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,Outside,FALSE,12.17,1.3299999999999998,64.67,17.83,23.169999999999998,0.5,3,0,11.67,0,2.5,0,14.17,0.16999999999999998,0,0,0.67,0.33,0,9.83,0,0,0,8.83,0,0,0,416.6,0,0,500,0,0,0,0,0,0,2000,0,250,0,636.1999999999999,0,0,0,10,0,0,0,0,13.2,0,6.6,0,0,0,0,0,0,30.96732668645597,30.662175558100216,2.1226920636162028,490.2685283614432,1.244319293748397,4.1886425259618925,0,0,33.53188118646444,23.99237696044931,0,0,69.4836780445631,1.0743505944843492,0,0.4068133880879221,26.504055822264462,37.12777962280922,0,0,2.213111724963242,0.8589259111853756
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,Outside,FALSE,7.5,0,25.330000000000002,11,33.67,0,1.5,0.5,14.000000000000002,0,1.3299999999999998,0,0.16999999999999998,0.33,0,0,2.33,0.33,0,21.67,0,0,0,14.499999999999998,0,0,0,166.6,0,0,0,0,0,0,0,0,0,1166.8,0,166.6,0,797.2,0,0,3.4,63.4,0,0,0,0,0,10,3.4,0,3.4,0,0,0,0,11.82118755412095,26.58415268611119,1.9589481104401432,45.46444432859021,6.975443095147098,2.996223095571966,0,0,77.47467765384455,38.87711480573766,0,0,72.38822906476666,0.5113469119215124,0,1.4909665964329955,24.221847707921093,22.485879595766722,0,0,2.311052273453582,0.8759159231020144
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,Outside,FALSE,4,0.83,31.5,9.67,16.17,1,0.5,0.5,10,0,0.5,0,12.33,0,0,0.16999999999999998,1.17,0,0,19.17,0,0,0,2.33,0,0,0,0,0,0,166.6,0,0,0,0,0,0,3916.6,0,833.4,0,655.5999999999999,0,0,3.4,66.6,0,0,0,0,3.4,10,46.6,0,3.4,0,0,0,0,11.82118755412095,24.0330089301575,0.5608531264683158,60.20194827432805,3.4582400752825664,0.11715298609870567,0,0,50.80190169445629,20.80149099978646,0,0,41.75530878826612,0.019979018389744516,0,0.08394115863342269,17.11737018607097,1.2097589109153248,0,1.404145378444999,2.045707162379541,0.8564367701154889
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,Outside,FALSE,11.33,1.3299999999999998,56.330000000000005,15.67,34.67,1.67,0.33,0,14.499999999999998,0,4,0,9.33,0.16999999999999998,0,0,0.33,0.33,0.5,28.33,0,0,0.83,6,0,0,0,416.6,0,0,83.4,0,0,0,0,0,0,2833.4,0,833.4,0,547.2,0,0,0,13.4,0,0,103.4,0,0,193.4,10,3.4,0,3.4,0,0,0,30.96732668645597,30.840054950745433,1.0003942133786776,78.28549930809712,1.6055165245398477,1.8523193451332254,0,0,70.7409254903876,17.934864524975342,0,0,48.965411143960395,0.30668863826408604,0,0.3352313912430863,30.124136002306184,41.3376442702258,0,0,2.3151186635274557,0.887107123394612
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,Outside,FALSE,11.33,2,44.83,14.17,10.33,0.16999999999999998,0.5,0.33,9,0,0.83,0,0.67,0,0,0.16999999999999998,1.17,0.16999999999999998,0,19.5,0,0,0,22,0,0,0,83.4,0,0,0,0,0,0,0,0,0,3916.6,0,250,0,497.2,0,0,6.8,23.4,0,0,0,0,13.4,3.4,36.6,270,0,0,0,0,0,30.96732668645597,40.0810368053002,1.0366422190975975,86.89941436620022,4.673918449641254,1.0457245803046091,0,0,44.29712285448254,18.435330026126522,0,0,59.59274210122549,0.3409023038851796,0,0.21024805683115924,21.37382376647591,10.837510533868322,0,0,2.0103855807539732,0.890617838108195
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,Outside,FALSE,6,0.33,31.5,7.670000000000001,13.83,0,0.33,0.33,9,0,5.83,0,3,0,0,0,0,0.5,4,16.5,0,0,0,29.330000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,1916.6,0,666.6,0,727.8,0,0,0,3.4,0,0,26.599999999999998,0,0,6.6,10,0,3.4,0,0,0,0,40.55188853301503,40.482185162499185,2.3799649558461526,128.62964924229493,7.250990527095391,2.4491793160431676,0,0,126.14701209388222,49.19627273283592,0,0,32.10583566973451,1.1124747936454773,0,1.519035600381955,37.375284423763205,10.62984895658751,0,0,2.2395419177208664,0.8878924235663865
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,Outside,FALSE,12.33,1.3299999999999998,47,12.17,22,0.16999999999999998,0.5,0,11,0,1.3299999999999998,0,7.5,0,1.67,1.17,2.17,0,0,10.5,0,0,0,3.5000000000000004,0,0,0,83.4,11.2,0,83.4,0,0,0,0,0,0,3000,0,250,0,708.4,0,0,0,0,0,0,86.6,0,0,6.6,6.6,0,6.6,0,0,0,0,50.11346581879099,49.95532552306847,3.7830630688138824,281.32441473913724,9.00389992405048,1.549006697788365,0,0,69.8229566659436,19.92240600241069,0,0,17.7625558349,0.6637734937077944,0,0.1253248813533151,32.53345047996225,14.682475223940358,0,0,2.074689714803481,0.8914973570032716
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,Outside,FALSE,2.33,0.16999999999999998,23.169999999999998,12.5,29.17,0,0.5,0.33,11,0,1,0,0,0,0,5.33,0.67,0.33,0,14.000000000000002,0,0,0,16.33,0,0,0,750,0,0,0,0,0,166.6,0,0,0,2166.6,0,500,0,791.6,0,0,13.2,36.8,0,0,33.199999999999996,0,0,10,93.4,6.6,0,0,0,0,0,0,41.439463847165015,1.2603714237691375,273.93959745242466,12.259707262687064,3.587423868419225,0,0,98.22417375284485,37.25153655202877,0,0,49.948446036,1.2009918881005794,0,0.6182819594649128,24.9394211935779,15.207074832756918,0,0,2.334424017862041,0.872319234168923
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,Outside,FALSE,3.17,0,26.33,5.33,16.669999999999998,0,0.16999999999999998,0.16999999999999998,5.5,0,0,0,1.5,0,0,0,0.83,0,1,6.83,0,0,0.33,25,0,2.8,0,250,0,0,0,0,0,0,0,0,0,500,0,916.6,0,652.8000000000001,0,20,16.6,3.4,0,0,243.39999999999998,0,0,36.800000000000004,10,0,10,6.6,0,0,0,0,34.29836395727502,0.14901816282810076,150.85276134684352,52.375474719398696,1.8148811649732226,0,0,105.12003047228579,34.36007402685612,0,0,27.035384224310345,0.43115774073548424,0,0,11.070126071006797,18.805952046145055,0,0,1.9883159411505114,0.8373185696811476
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,Outside,FALSE,3.17,2.33,32.83,8.33,25,0,0,0.67,5.5,0.16999999999999998,0.16999999999999998,0,0,0.16999999999999998,0,0,0.5,0,0.5,21.83,0,0,0,18.67,0,0,0,666.6,0,0,0,0,0,0,0,0,0,0,0,750,0,855.6,0,16.6,0,16.6,0,0,66.8,0,0,76.80000000000001,26.8,0,0,6.6,0,0,0,0,11.495510372116007,0.19369780212569687,46.103876219956916,12.888330274136914,5.678676443972798,0,0,101.67366648430355,38.461488726021386,0,0,28.687294872,2.110592450710116,0,0,10.640030506145482,12.001188068835205,0,0,2.5091159025977072,0.8603920400335148
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,Outside,FALSE,2.33,0.33,31.5,6.17,18,0,0.16999999999999998,0,6,0,1.5,0,0,0,0,0,0.33,0,2.5,17.83,0,0,0.16999999999999998,3.5000000000000004,0,0,0,500,5.6,83.4,0,0,0,0,0,0,0,83.4,0,666.6,0,572.2,0,136.6,0,13.4,0,0,260,0,20,10,676.6,256.6,16.6,0,0,0,0,21.382764839896904,25.938149583219424,0.03739281011920677,553.8730550286045,40.80255058563566,4.654358297624244,0,0,93.75321353875401,27.302996088271293,0,0.0019354234007061075,23.8196102634,0.552490771523829,0,0,4.4513735150424125,12.370878029639217,0,0,1.8643818618418027,0.833065152971877
