SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,ScientificName,CommonName,Count,Mean_Biomass,ReserveStatus,Reference
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Embiotoca jacksoni,black surfperch,1,711.0748176606905,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Embiotoca jacksoni,black surfperch,6.333333333333333,1593.3061683486276,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Embiotoca jacksoni,black surfperch,1.75,487.462502312282,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Embiotoca jacksoni,black surfperch,1.2,642.8486881888484,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Embiotoca jacksoni,black surfperch,1,918.4290753872259,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Embiotoca jacksoni,black surfperch,1.3333333333333333,766.2142770786866,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Embiotoca jacksoni,black surfperch,1,711.0748176606905,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Embiotoca jacksoni,black surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Embiotoca jacksoni,black surfperch,4.25,19.403644882005754,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Embiotoca jacksoni,black surfperch,2.75,245.2435898872004,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Embiotoca jacksoni,black surfperch,3.25,45.492091389565076,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Embiotoca jacksoni,black surfperch,1,58.51699525883326,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Embiotoca jacksoni,black surfperch,1,331.9762165686775,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Embiotoca jacksoni,black surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Embiotoca jacksoni,black surfperch,1.3333333333333333,766.2142770786866,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Embiotoca lateralis,striped surfperch,12.333333333333334,2433.427810296494,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Embiotoca lateralis,striped surfperch,24,4735.3189821985825,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Embiotoca lateralis,striped surfperch,12.666666666666666,2499.1961294936964,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Embiotoca lateralis,striped surfperch,32.75,3209.196769893564,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Embiotoca lateralis,striped surfperch,10.4,2078.0040325657264,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Embiotoca lateralis,striped surfperch,5.4,591.8110447440175,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Embiotoca lateralis,striped surfperch,8,1496.3778668671287,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Embiotoca lateralis,striped surfperch,16.5,2775.56340274888,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Embiotoca lateralis,striped surfperch,9.666666666666666,1280.360466348402,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Embiotoca lateralis,striped surfperch,38.25,3549.67455524571,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Embiotoca lateralis,striped surfperch,8,1245.859940181071,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Embiotoca lateralis,striped surfperch,15.75,2528.7457793243216,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Embiotoca lateralis,striped surfperch,22.6,1051.7122681499409,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Embiotoca lateralis,striped surfperch,3.75,2183.0459650670123,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Embiotoca lateralis,striped surfperch,2.1666666666666665,452.1280241961149,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Embiotoca lateralis,striped surfperch,1,8.237996093622087,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Girella nigricans,opaleye,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Halichoeres semicinctus,rock wrasse,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Hypsypops rubicundus,garibaldi,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Medialuna californiensis,halfmoon,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Ophiodon elongatus,lingcod,2,7739.968771421203,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Ophiodon elongatus,lingcod,1,3869.9843857106016,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Ophiodon elongatus,lingcod,1,3869.9843857106016,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Ophiodon elongatus,lingcod,1.6666666666666667,1362.631116812659,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Ophiodon elongatus,lingcod,1.5,809.0462840594375,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Ophiodon elongatus,lingcod,1,1811.9342354550947,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Ophiodon elongatus,lingcod,1,1811.9342354550947,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Ophiodon elongatus,lingcod,1.3333333333333333,6334.971871596448,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Ophiodon elongatus,lingcod,2,5971.712915476428,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Ophiodon elongatus,lingcod,1.5,4116.3410105468765,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Ophiodon elongatus,lingcod,2,11913.292863599856,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Ophiodon elongatus,lingcod,1,3869.9843857106016,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Ophiodon elongatus,lingcod,3,7439.468634337586,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Ophiodon elongatus,lingcod,2,10979.38962653754,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Ophiodon elongatus,lingcod,1,1146.211475330845,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Ophiodon elongatus,lingcod,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Oxyjulis californica,senorita,3,1376.168223786584,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Oxyjulis californica,senorita,2.25,1361.796406991208,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Oxyjulis californica,senorita,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Oxyjulis californica,senorita,5.75,613.3541290029916,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Oxyjulis californica,senorita,5.2,33.85796817150109,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Oxyjulis californica,senorita,37.2,104.46856217737809,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Oxyjulis californica,senorita,12,599.2770608552661,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Oxyjulis californica,senorita,8,347.32076448542705,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Oxyjulis californica,senorita,8.333333333333334,546.525726536961,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Oxyjulis californica,senorita,62,2332.043560950979,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Oxyjulis californica,senorita,297.25,5706.368862895983,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Oxyjulis californica,senorita,156.75,5181.571575524297,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Oxyjulis californica,senorita,157,8428.060178147936,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Oxyjulis californica,senorita,545.75,32295.89639766718,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Oxyjulis californica,senorita,150.33333333333334,6309.694160405696,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Oxyjulis californica,senorita,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Paralabrax clathratus,kelp bass,1,1656.7853288257052,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Paralabrax clathratus,kelp bass,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Rhacochilus toxotes,rubberlip surfperch,1,661.6931782973453,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Rhacochilus toxotes,rubberlip surfperch,2,1224.423963240586,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,2009-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,2010-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,2011-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,2012-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,2013-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,2014-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,2015-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,2016-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,2017-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,2018-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,2019-07-01,Rhacochilus toxotes,rubberlip surfperch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2004,2004-07-01,Rhacochilus vacca,pile perch,0,0,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2005,2005-07-01,Rhacochilus vacca,pile perch,1.5,603.1810900775606,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,2006-07-01,Rhacochilus vacca,pile perch,1.3333333333333333,556.5858045602039,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,2007-07-01,Rhacochilus vacca,pile perch,2.25,613.2722280582994,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,2008-07-01,Rhacochilus vacca,pile perch,4,1302.1103728379098,Outside,FALSE
