SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,ScientificName,CommonName,Mean_Density,Mean_Biomass,Survey_Type,ReserveStatus,Reference,ReserveYear
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Kelletia kelletii,Kellet's whelk,0.015,1.8895097332832798,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Lophogorgia chilensis,red gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Macrocystis pyrifera,giant kelp,0.35,21.826444326728666,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Megathura crenulata,giant keyhole limpet,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Parastichopus parvimensis,warty sea cucumber,0.175,47.123962761799596,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Patiria miniata,bat star,1.45,14.071395276994789,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Pisaster giganteus,giant-spined sea star,0.2,6.1051260263221945,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Pycnopodia helianthoides,sunflower star,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Strongylocentrotus franciscanus,red sea urchin,0.75,175.49806103648157,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.05,99.55761686125285,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1983,1983-07-01,Tethya aurantia,orange puffball sponge,0.08,10.145794802905671,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Crassedoma giganteum,rock scallop,0.0075,2.3102235969884672,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Haliotis rufescens,red abalone,0.005,4.388131484830793,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Kelletia kelletii,Kellet's whelk,0.0625,5.345194073593118,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Lophogorgia chilensis,red gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Macrocystis pyrifera,giant kelp,0.325,42.12687576290323,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Megathura crenulata,giant keyhole limpet,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Parastichopus parvimensis,warty sea cucumber,0.325,82.15437382670419,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Patiria miniata,bat star,0.7,7.317333603164402,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Pisaster giganteus,giant-spined sea star,0.125,4.242219559099384,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Pycnopodia helianthoides,sunflower star,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Strongylocentrotus franciscanus,red sea urchin,0.3,158.30888183882212,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Strongylocentrotus purpuratus,purple sea urchin,0,0,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1984,1984-07-01,Tethya aurantia,orange puffball sponge,0.0775,9.828738715314868,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Crassedoma giganteum,rock scallop,0.0181,3.508189556188515,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Haliotis rufescens,red abalone,0.0153,9.78287689677458,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Kelletia kelletii,Kellet's whelk,0.1167,14.4737536082154,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Lithopoma gibberosa,red turban snail,0.015,1.145423251642257,NA,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Lophogorgia chilensis,red gorgonian,0.0028,1.2284056723870544,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Macrocystis pyrifera,giant kelp,0.4,76.60118098800001,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Megathura crenulata,giant keyhole limpet,0.0014,0.3224327228763867,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Parastichopus parvimensis,warty sea cucumber,0.225,109.25133180900993,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Patiria miniata,bat star,0.775,7.480993696160219,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Pisaster giganteus,giant-spined sea star,0.1,3.6212507366917808,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Pycnopodia helianthoides,sunflower star,0.0028,1.23831324973257,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Strongylocentrotus franciscanus,red sea urchin,1.45,183.97537021552878,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.6,9.68079986374239,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Tethya aurantia,orange puffball sponge,0.0542,6.873775978968592,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Crassedoma giganteum,rock scallop,0.0181,1.8295089439120746,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Haliotis rufescens,red abalone,0.0403,24.920592414025855,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Kelletia kelletii,Kellet's whelk,0.0806,7.471424922278448,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Lithopoma gibberosa,red turban snail,0.015,1.1303765833722739,NA,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Lophogorgia chilensis,red gorgonian,0.0014,1.0503624880335842,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Macrocystis pyrifera,giant kelp,1.925,73.4348971125,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Megathura crenulata,giant keyhole limpet,0.0014,0.12494661291483068,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Parastichopus parvimensis,warty sea cucumber,0.225,92.83891492605999,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Patiria miniata,bat star,1.275,11.664352231258693,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Pisaster giganteus,giant-spined sea star,0.175,4.362132380664167,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Pycnopodia helianthoides,sunflower star,0.0042,1.3514621677530323,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Strongylocentrotus franciscanus,red sea urchin,3.05,388.6799187155276,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Strongylocentrotus purpuratus,purple sea urchin,1.85,39.22333458140645,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Tethya aurantia,orange puffball sponge,0.1222,4.939632943857993,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Crassedoma giganteum,rock scallop,0.0083,0.7772275716869045,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Haliotis rufescens,red abalone,0.0056,3.4991493729790726,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Kelletia kelletii,Kellet's whelk,0.2069,19.890053173516417,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Lithopoma gibberosa,red turban snail,0.012,0.8329574076182309,NA,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Lophogorgia chilensis,red gorgonian,0.0042,1.3611321585722327,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Macrocystis pyrifera,giant kelp,0.45,62.57101058315217,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Megathura crenulata,giant keyhole limpet,0.0014,0.3224327228763867,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Parastichopus parvimensis,warty sea cucumber,0.225,65.91797268478722,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Patiria miniata,bat star,0.925,12.288046352397052,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Pisaster giganteus,giant-spined sea star,0.225,3.918302561308815,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Pycnopodia helianthoides,sunflower star,0.0069,0.22283732531276357,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Strongylocentrotus franciscanus,red sea urchin,1.75,202.16351246009617,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.35,8.652477864581517,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Tethya aurantia,orange puffball sponge,0.1014,8.29729500952153,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Crassedoma giganteum,rock scallop,0.0083,2.3933002227055202,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Haliotis rufescens,red abalone,0.0431,27.092777821851666,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Kelletia kelletii,Kellet's whelk,0.1806,9.058851964843074,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Lithopoma gibberosa,red turban snail,0.0055,0.43425664901154926,NA,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Lophogorgia chilensis,red gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Macrocystis pyrifera,giant kelp,1.1,71.00649443020833,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Megathura crenulata,giant keyhole limpet,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Parastichopus parvimensis,warty sea cucumber,0.2,82.93038949732355,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Patiria miniata,bat star,1.075,8.668058293837866,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Pisaster giganteus,giant-spined sea star,0.275,3.895902937552512,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Pycnopodia helianthoides,sunflower star,0.0111,1.9091246922824534,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Strongylocentrotus franciscanus,red sea urchin,1.825,358.3145875994363,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.325,10.817686811567643,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Tethya aurantia,orange puffball sponge,0.1319,12.944926697519902,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Crassedoma giganteum,rock scallop,0.0045,0.6824149003532478,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Haliotis rufescens,red abalone,0.0194,15.046687183192653,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Kelletia kelletii,Kellet's whelk,0.1194,7.555447266241309,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Lithopoma gibberosa,red turban snail,0.0115,0.6025973958073862,NA,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Lophogorgia chilensis,red gorgonian,0.0056,0.19270380883107624,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Macrocystis pyrifera,giant kelp,0.525,26.48106895875,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Megathura crenulata,giant keyhole limpet,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Parastichopus parvimensis,warty sea cucumber,0.225,68.8478037499259,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Patiria miniata,bat star,1.1,12.352312558901577,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Pisaster giganteus,giant-spined sea star,0.5,10.53967601770659,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Pycnopodia helianthoides,sunflower star,0.025,0.7018736350455045,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Strongylocentrotus franciscanus,red sea urchin,2.625,329.25638782656415,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.45,10.624752489504656,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Tethya aurantia,orange puffball sponge,0.0625,6.0755169022113105,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Crassedoma giganteum,rock scallop,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Haliotis rufescens,red abalone,0.0028,1.8137949826969921,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Kelletia kelletii,Kellet's whelk,0.0931,9.414745549380383,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Lithopoma gibberosa,red turban snail,0.0125,0.4947051561140288,NA,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Lophogorgia chilensis,red gorgonian,0.0014,1.0503624880335842,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Lytechinus anamesus,white sea urchin,0.0042,0.8802670123625159,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Macrocystis pyrifera,giant kelp,0.65,61.35637959801587,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Megastraea undosa,wavy turban snail,0,0,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Megathura crenulata,giant keyhole limpet,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Muricea californica,California golden gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Muricea fruticosa,brown gorgonian,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Parastichopus parvimensis,warty sea cucumber,0.175,43.91078245421456,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Patiria miniata,bat star,1.15,16.345285261878093,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Pisaster giganteus,giant-spined sea star,0.375,6.308114209248217,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Pycnopodia helianthoides,sunflower star,0.0125,1.0783583776425467,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Strongylocentrotus franciscanus,red sea urchin,2.5,321.44293641081055,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.5,4.99786683638263,1 m² quads,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Tethya aurantia,orange puffball sponge,0.0458,7.749380384087027,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Crassedoma giganteum,rock scallop,0.0014,1.6767643258959384,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Haliotis corrugata,pink abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Haliotis fulgens,green abalone,0,0,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Haliotis rufescens,red abalone,0.0431,29.07739825585941,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Kelletia kelletii,Kellet's whelk,0.1153,10.136644207924503,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Lithopoma gibberosa,red turban snail,0.0185,0.9929549575881104,NA,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Lophogorgia chilensis,red gorgonian,0.0042,1.3611321585722327,bands transects,Outside,FALSE,Outside
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Lytechinus anamesus,white sea urchin,0,0,bands transects,Outside,FALSE,Outside
