SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Date,ScientificName,CommonName,Mean_Density,SE,SD,Mean_Biomass,Survey_Type,ReserveStatus,Reference
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Strongylocentrotus franciscanus,red sea urchin,1.45,1.0129,6.4064,183.97537021552878,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.6,0.3685,2.3306,9.68079986374239,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1985,1985-07-01,Tethya aurantia,orange puffball sponge,0.0542,0.1558,4.1806,6.948452692630611,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Crassedoma giganteum,rock scallop,0.0181,0.0434,1.1645,1.8295089439120746,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Haliotis rufescens,red abalone,0.0403,0.138,3.704,24.920592414025855,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Kelletia kelletii,Kellet's whelk,0.0806,0.1337,3.5887,7.471424922278448,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Lithopoma gibberosa,red turban snail,0.015,NA,NA,1.1303765833722739,NA,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Lophogorgia chilensis,red gorgonian,0.0014,0.0108,0.2887,1.1802418336258071,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Macrocystis pyrifera,giant kelp,1.925,0.7985,5.05,73.4348971125,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Megathura crenulata,giant keyhole limpet,0.0014,0.0108,0.2887,0.12494661291483068,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Parastichopus parvimensis,warty sea cucumber,0.225,0.1305,0.8256,92.83891492605999,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Patiria miniata,bat star,1.275,0.4087,2.5849,11.664352231258693,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Pisaster giganteus,giant-spined sea star,0.175,0.1476,0.9333,4.362132380664167,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Pycnopodia helianthoides,sunflower star,0.0042,0.0169,0.4523,1.2410824844034463,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Strongylocentrotus franciscanus,red sea urchin,3.05,1.6535,10.4574,388.6799187155276,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Strongylocentrotus purpuratus,purple sea urchin,1.85,0.9516,6.0184,39.22333458140645,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1986,1986-07-01,Tethya aurantia,orange puffball sponge,0.1222,0.1352,3.6265,4.939632943857993,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Crassedoma giganteum,rock scallop,0.0083,0.0337,0.9045,0.7772275716869045,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Haliotis rufescens,red abalone,0.0056,0.0184,0.4924,3.4991493729790726,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Kelletia kelletii,Kellet's whelk,0.2069,0.3955,10.6127,19.890053173516417,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Lithopoma gibberosa,red turban snail,0.012,NA,NA,0.8329574076182309,NA,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Lophogorgia chilensis,red gorgonian,0.0042,0.0323,0.866,1.504993037376313,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Macrocystis pyrifera,giant kelp,0.45,0.1694,1.0712,62.57101058315217,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Megathura crenulata,giant keyhole limpet,0.0014,0.0108,0.2887,0.3703730380461763,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Parastichopus parvimensis,warty sea cucumber,0.225,0.1305,0.8256,65.91797268478722,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Patiria miniata,bat star,0.925,0.2823,1.7852,12.288046352397052,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Pisaster giganteus,giant-spined sea star,0.225,0.1402,0.887,3.918302561308815,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Pycnopodia helianthoides,sunflower star,0.0069,0.0192,0.5149,0.22283732531276357,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Strongylocentrotus franciscanus,red sea urchin,1.75,1.6964,10.7287,202.16351246009617,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.35,0.2466,1.5594,8.652477864581517,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1987,1987-07-01,Tethya aurantia,orange puffball sponge,0.1014,0.189,5.0715,8.29729500952153,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Crassedoma giganteum,rock scallop,0.0083,0.0297,0.7977,2.3661737884954297,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Haliotis rufescens,red abalone,0.0431,0.0786,2.1088,27.092777821851666,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Kelletia kelletii,Kellet's whelk,0.1806,0.3201,8.59,9.058851964843074,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Lithopoma gibberosa,red turban snail,0.0055,NA,NA,0.43425664901154926,NA,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Lophogorgia chilensis,red gorgonian,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Macrocystis pyrifera,giant kelp,1.1,0.2271,1.4364,71.00649443020833,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Megathura crenulata,giant keyhole limpet,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Parastichopus parvimensis,warty sea cucumber,0.2,0.1396,0.8826,82.93038949732355,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Patiria miniata,bat star,1.075,0.3452,2.1831,8.668058293837866,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Pisaster giganteus,giant-spined sea star,0.275,0.2486,1.572,3.895902937552512,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Pycnopodia helianthoides,sunflower star,0.0111,0.0331,0.8876,1.7819288479247342,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Strongylocentrotus franciscanus,red sea urchin,1.825,1.3192,8.3431,358.3145875994363,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.325,0.2252,1.4244,10.817686811567643,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1988,1988-07-01,Tethya aurantia,orange puffball sponge,0.1319,0.217,5.8225,12.944926697519902,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Crassedoma giganteum,rock scallop,0.0045,0,0,0.6824149003532478,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Haliotis rufescens,red abalone,0.0194,0.0632,1.6967,15.046687183192653,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Kelletia kelletii,Kellet's whelk,0.1194,0.228,6.1175,7.555447266241309,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Lithopoma gibberosa,red turban snail,0.0115,NA,NA,0.6025973958073862,NA,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Lophogorgia chilensis,red gorgonian,0.0056,0.0184,0.4924,0.19270380883107624,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Lytechinus anamesus,white sea urchin,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Macrocystis pyrifera,giant kelp,0.525,0.1812,1.1459,26.48106895875,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Megathura crenulata,giant keyhole limpet,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Parastichopus parvimensis,warty sea cucumber,0.225,0.1579,0.9987,68.8478037499259,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Patiria miniata,bat star,1.1,0.2439,1.5424,12.352312558901577,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Pisaster giganteus,giant-spined sea star,0.5,0.2052,1.2978,10.53967601770659,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Pycnopodia helianthoides,sunflower star,0.025,0.0463,1.2432,0.7018736350455045,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Strongylocentrotus franciscanus,red sea urchin,2.625,2.0729,13.1104,329.25638782656415,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.45,0.3437,2.174,10.624752489504656,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1989,1989-07-01,Tethya aurantia,orange puffball sponge,0.0625,0.1169,3.137,6.0755169022113105,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Crassedoma giganteum,rock scallop,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Haliotis rufescens,red abalone,0.0028,0.0145,0.3892,1.8137949826969921,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Kelletia kelletii,Kellet's whelk,0.0931,0.1173,3.1467,9.414745549380383,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Lithopoma gibberosa,red turban snail,0.0125,NA,NA,0.4947051561140288,NA,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Lophogorgia chilensis,red gorgonian,0.0014,0.0108,0.2887,1.1802418336258071,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Lytechinus anamesus,white sea urchin,0.0042,0.0232,0.6216,0.8694873808149045,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Macrocystis pyrifera,giant kelp,0.65,0.3166,2.0026,61.35637959801587,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Megastraea undosa,wavy turban snail,0,0,0,0,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Megathura crenulata,giant keyhole limpet,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Muricea californica,California golden gorgonian,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Muricea fruticosa,brown gorgonian,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Parastichopus parvimensis,warty sea cucumber,0.175,0.1285,0.8127,43.91078245421456,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Patiria miniata,bat star,1.15,0.3208,2.0287,16.345285261878093,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Pisaster giganteus,giant-spined sea star,0.375,0.1692,1.0699,6.308114209248217,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Pycnopodia helianthoides,sunflower star,0.0125,0.036,0.9653,1.0783583776425467,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Strongylocentrotus franciscanus,red sea urchin,2.5,2.9598,18.7195,321.44293641081055,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Strongylocentrotus purpuratus,purple sea urchin,0.5,0.3403,2.1521,4.99786683638263,One_Meter,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1990,1990-07-01,Tethya aurantia,orange puffball sponge,0.0458,0.1147,3.0785,7.749380384087027,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Crassedoma giganteum,rock scallop,0.0014,0.0108,0.2887,1.651178140602751,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Haliotis corrugata,pink abalone,0,0,0,0,Bands,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,1991,1991-07-01,Haliotis fulgens,green abalone,0,0,0,0,Bands,Outside,FALSE
