SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Dim 1,Dim 2,Dim 3,Type,ReserveStatus,Reference
1,SM,San Miguel Island,WL,Wyckoff Ledge,2006,0.16649268658356525,0.12960173243881978,-0.4011181710611715,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2007,0.17056488723729182,0.14688979081218823,-0.3805813215174883,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2008,0.1350542172415863,0.11952972055842287,-0.34921214507164805,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2009,0.1704533026781089,0.12307577086606476,-0.373721913175956,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2010,0.16242175521630106,0.13478494461738422,-0.37104884430958723,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2011,0.16264498383062476,0.1347624373616174,-0.382997028361043,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2012,0.15388375809732804,0.13655373134654955,-0.36861489969523203,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2013,0.16785834148710668,0.16158606779739365,-0.379396087981884,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2014,0.16793514405373947,0.16138569022504118,-0.30980851719510377,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2015,0.15682883856729637,0.14000286422939176,-0.3217511972002384,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2016,0.15096302519763607,0.14556781110774972,-0.3128024048911129,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2017,0.16503843190669132,0.11936003501957133,-0.33616913331982556,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2018,0.12944566346443306,0.11522291132770428,-0.2486386579157624,3D_All,Outside,FALSE
1,SM,San Miguel Island,WL,Wyckoff Ledge,2019,0.14358650288577232,0.19358210651597882,-0.16314706834595882,3D_All,Outside,FALSE
NA,NA,San Miguel Island,HR,Hare Rock,1982,-0.2326146853437391,-0.09372462455094872,-0.085188148303136,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1983,-0.276881804573088,-0.10622261677128786,-0.10111417530112508,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1984,-0.45293305483084106,0.023744154909107768,0.064589008534225,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1985,-0.4359979480537421,-0.0425555135715836,0.09808254369335523,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1986,-0.40166477465057615,0.030967015415812673,0.08033872962337626,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1987,-0.44833826301293656,-0.02711175321189434,0.10854082296143665,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1988,-0.4012232325516013,-0.08902080134813814,-0.09100458506641912,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1989,-0.3624065023309272,-0.13428295763048237,-0.0593778559529877,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1990,-0.38875450917760485,-0.04831484794842679,0.057869917355003714,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1991,-0.344014472273653,-0.135691448391613,-0.06081833150721104,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1992,-0.36598245106717325,-0.13661387520162657,-0.08036752217667653,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1993,-0.40585013033973966,-0.12757868193512467,-0.08980485404727147,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1994,-0.399138040142043,-0.04074658433390052,0.0863544114256621,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1995,-0.424868502924681,-0.08602004379315159,-0.15491465550769054,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1996,-0.4127575530433098,-0.13455897781790443,-0.07043022658072595,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1997,-0.44358607013625856,0.004583016156951831,0.04023836137101094,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1998,-0.4139464040691722,-0.09381785043727495,-0.14170337202619737,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,1999,-0.38054266676163856,-0.08669391947343355,-0.13832291049490034,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,2000,-0.454983659157126,0.0040640272640254625,0.03569803431534358,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,2001,-0.4349157343284164,-0.08831473339204503,-0.13750802757382855,3D_All,Outside,NA
NA,NA,San Miguel Island,HR,Hare Rock,2002,-0.417891149725231,-0.10546727125015753,-0.1478706232903533,3D_All,Outside,NA
2,SM,San Miguel Island,HR,Hare Rock,2003,0.11062085238982067,0.004470407150325112,-0.1220440335065501,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2004,0.0960348230971618,1.1017997422440681e-4,-0.13063027066514737,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2005,0.1736065675720815,0.03902826180330959,-0.13097884698829834,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2006,0.1931104317554026,-0.03797644098333254,-0.11292370257311836,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2007,0.1613908959129688,0.06756291188528578,-0.22182835419976063,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2008,0.13026022639817333,0.01415129307362326,-0.1181293839527386,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2009,0.1760554589650924,0.03710839563488261,-0.12664122643649756,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2010,0.17353822995914292,0.0042998972563222946,-0.07788306748511553,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2011,0.15801232428877185,0.057899535628132395,-0.1687535279940157,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2012,0.12823865174750074,-0.022751693733141044,-0.09915882245212282,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2013,0.1599615909314161,0.01236634557299388,-0.11461239889609555,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2014,0.15928612496571207,0.05363617495331588,-0.12352589729664792,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2015,0.17725456554601401,0.013880927882132856,-0.030263563813975262,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2016,0.13738189131840936,0.19653757428723495,0.012944923264071335,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2017,0.0901238043124171,0.22928512972889073,0.05321277392284913,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2018,0.14038981459262173,0.17463064872233575,-0.009048496940316368,3D_All,Inside,FALSE
2,SM,San Miguel Island,HR,Hare Rock,2019,0.13485457062518724,0.12371893145356452,-0.025066223550433153,3D_All,Inside,FALSE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1982,-0.24089673656514365,-0.09723474803809032,-0.06156439664470471,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1983,-0.3841611712703517,-0.15075774705129183,-0.08790565146638003,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1984,-0.4187166955616178,0.012570303983882794,0.03627638196387098,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1985,-0.28325760115292653,-0.001481614015848065,0.12181107001614354,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1986,-0.36375447222928203,0.0033396696585186684,0.13721186355806542,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1987,-0.4727530433210044,0.027776037376539543,0.08100650760311953,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1988,-0.4062014951431038,-0.09363361549552747,-0.15522498965058681,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1989,-0.4293291719460528,-0.09984483430343076,-0.15427434898572914,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1990,-0.4004206331345998,-0.10665656743647049,-0.1718960363313384,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1991,-0.3900485300683236,-0.11459183459856975,-0.19472448436415296,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1992,-0.37910723338410124,-0.1022555587949687,-0.1797494971329329,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1993,-0.3115373858281822,-0.15146735367770572,-0.14762469385252014,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1994,-0.3839788741686012,-0.027053865594397368,-0.04954893700204571,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1995,-0.3547694324964763,-0.09697855675101696,-0.2303225947559206,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1996,-0.35496592669690125,-0.11875701013949656,-0.22314533147497587,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1997,-0.31826573681936465,-0.1003761700104293,-0.23807031995857245,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1998,-0.3422624324361229,-0.029318939437320942,-0.035988439493237025,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,1999,-0.4344887758140128,-0.014205141234512136,-0.029700103303531213,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2000,-0.31142210999295805,-0.07080438528191728,-0.10354393991211991,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2001,-0.3321920060777301,-0.10427607182050867,-0.20259358718346768,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2002,-0.3652412926065179,-0.10397358807330091,-0.2019654742464962,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2003,0.08434884892802882,0.06890549004142259,-0.20286580976667207,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2004,0.09961885703061811,0.044147920787494584,-0.22679320252973767,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2005,0.15443416053053174,0.06105607513541463,-0.24229478922098643,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2006,0.1608114807191867,0.08981211400549584,-0.23587373112639134,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2007,0.18478038278471312,-0.016611006521632686,-0.14349032419483748,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2008,0.15523822460468592,0.02387421234990595,-0.2025074301100549,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2009,0.17495873420526686,0.0311837971771576,-0.18880293153570807,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2010,0.1813243699044297,-0.00981021510160555,-0.15202921155188168,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2011,0.1922163554041411,-0.036705173324726476,-0.12503189385782942,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2012,0.19449803097172183,0.0037967181088128595,-0.10170381115711223,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2013,0.19276226115194273,-0.028638669203370843,-0.12406253600865579,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2014,0.15307228788384358,0.037402043563584494,0.05367390448515498,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2015,0.1254438423560595,0.13692285802560622,-0.007360943256145576,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2016,0.0984454449415011,0.09213526210548914,0.015201397738377632,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2017,0.10309452271255751,0.24718649077339783,0.19110651206039891,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2018,0.13041332196742217,0.16480189882662596,0.16315952783903578,3D_All,Outside,TRUE
3,SR,Santa Rosa Island,JLNO,Johnson's Lee North,2019,0.12265942290107616,0.1771419893697932,0.11518386965309645,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1982,-0.23506055071857884,-0.09055133814608117,-0.06728268462165665,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1983,-0.40942971761235086,0.0075953648900793334,-0.02261182177516302,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1984,-0.4622255515708866,6.580568971351497e-4,0.017859195767321576,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1985,-0.3591810955542292,0.016768069232139915,-0.018953035435326136,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1986,-0.314463559998289,0.04066645334340037,0.06022901344901569,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1987,-0.4411176339987659,-0.06939531850265311,-0.14924924277539012,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1988,-0.40716868797454026,-0.14918433538165676,-0.09751727174380054,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1989,-0.4647582885585496,0.0020707143620678115,0.012987403280843014,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1990,-0.4376986859110391,-0.09947949736341774,-0.19280861084381185,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1991,-0.3939343524037479,-0.09277367126641728,-0.22354691911135297,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1992,-0.3858934460361759,-0.09896040120552618,-0.21965857358685073,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1993,-0.3676169553576753,-0.07909600263152447,-0.23423169809214983,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1994,-0.3862256200886299,-0.09252203384445978,-0.23126454327113988,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1995,-0.3882428256220958,-0.09773960907368795,-0.23284687469973375,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1996,-0.33916936091096217,-0.11108521637463618,-0.2220668612200751,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1997,-0.34464021116098287,-0.0958577233251468,-0.21802342437118966,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1998,-0.34836145768678467,-0.08497895600643461,-0.21447991695161803,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,1999,-0.3106342013592048,-0.08961809281222873,-0.2327424118721444,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2000,-0.4002357550396069,-0.005229960469757552,-0.05966865423930826,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2001,-0.39745169901171534,-0.07528523739178775,-0.15675481203279285,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2002,-0.3311753781416999,-0.08711097008712945,-0.24622027986981693,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2003,0.12280068590610452,0.08732253326499734,-0.30775821681356985,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2004,0.14250490395694368,0.016687929912394716,-0.21851549995098318,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2005,0.17171539458958113,0.1084685688734049,-0.31756726215244213,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2006,0.16883161088337872,0.09265469220690027,-0.29600028104625625,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2007,0.1755697640628873,0.14086427542860103,-0.3085103117562688,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2008,0.16958397713459417,0.11542539169203284,-0.3323640250142096,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2009,0.1654623752138206,0.0892536250809108,-0.28383615644329113,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2010,0.16896804952238886,0.11164127566273684,-0.3061878673599373,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2011,0.18786207778673003,-0.001847062362848398,-0.1757322500466695,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2012,0.16991304486223713,0.08992569706363644,-0.2929273746514365,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2013,0.16801291694458326,0.11346339521282071,-0.30008892273649357,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2014,0.17951246480832508,0.10095123728008597,-0.29354677369433885,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2015,0.17798181167416408,0.0934870736749474,-0.23008751411269385,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2016,0.17074366183812975,0.054986721454906975,-0.12198191258984561,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2017,0.1276469508438767,0.23802160664099511,0.06019126398384064,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2018,0.1410697066358535,0.2385817107899471,0.08351660000449693,3D_All,Outside,TRUE
4,SR,Santa Rosa Island,JLSO,Johnson's Lee South,2019,0.14051938067433606,0.208356617268566,0.02299906186090941,3D_All,Outside,TRUE
5,SR,Santa Rosa Island,RR,Rodes Reef,1983,-0.4203861644485971,-0.030541908567042395,0.08242485753042984,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1984,-0.42730095623804554,0.03234624616955317,0.03362430732973933,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1985,-0.43608468203776096,0.0172627636333132,0.019925097540383147,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1986,-0.3807488716392542,0.07672090553637304,0.08108084224260302,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1987,-0.4643376463638508,0.052207623678180326,0.06314659172783549,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1988,-0.39510851746367653,-0.1233015245394602,-0.09673298562278855,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1989,-0.42910669999935297,-0.06796689235927372,-0.15919693279681404,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1990,-0.38035701815509537,-0.09042644559661421,-0.15497361756590897,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1991,-0.4047601613055049,-0.10676265673981936,-0.12013636517107304,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1992,-0.4238677568057338,-0.06911543648092278,-0.19951596929504917,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1993,-0.3923444465029018,-0.08569396525108328,-0.18816064695022697,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1994,-0.4543710352405425,0.032009346656102035,-0.00449192028098698,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1995,-0.46094058700417734,0.023893054168876625,0.015178883621935021,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1996,-0.38649782224417806,-0.04958055287426907,-0.19142525818309178,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1997,-0.3851850387697927,-0.04768610276426842,0.010213214701967257,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1998,-0.4311163974966564,0.0010444148507927997,0.004266335173689363,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,1999,-0.45094710035614827,0.04699504009581369,0.07293352827965106,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2000,-0.44251699469317524,-0.012898698321797158,0.10061818379139768,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2001,-0.4317664272582437,-0.04191665784076597,-0.14418970765402594,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2002,-0.43834399769738486,-0.07340746345045857,-0.13362326518686574,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2003,0.04066852823447033,0.12494302861883798,-0.2136493757021707,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2004,0.09044042784472708,0.15584666735497413,-0.21440405130786952,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2005,0.15142315847432455,0.1830881076006632,-0.20425950354566733,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2006,0.15607030654993365,0.20687542343988827,-0.24637976354996563,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2007,0.1358698910661272,0.2705448769510971,-0.10424250649684837,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2008,0.17362190563796848,0.08905025122581846,-0.2118092044683495,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2009,0.15812815522743548,0.1369824335393653,-0.16312928926541176,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2010,0.09854089842790933,0.33263351386020285,0.03613568945167843,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2011,0.15929632614216857,0.19417268788978903,-0.12159749092906147,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2012,0.07971903290227181,0.13222852839324648,-0.14264160354913427,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2013,0.13367181422974825,0.20673740172253083,-0.18702832721830115,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2014,0.09429603032414856,0.34059532602434106,0.07081192514161337,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2015,0.08726218444707175,0.3363786021898013,0.09335027388294884,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2016,0.09599181197591755,0.35345246150076653,0.13877230573956859,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2017,0.10476360116599545,0.3763216112023682,0.1290750282820621,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2018,0.10087795982497584,0.36238540611340914,0.13211726616966077,3D_All,Outside,FALSE
5,SR,Santa Rosa Island,RR,Rodes Reef,2019,0.09260707088082176,0.3675667687132275,0.15395645032153638,3D_All,Outside,FALSE
NA,NA,Santa Cruz Island,GI,Gull Island South,1982,-0.23985154652456392,-0.08978937323788808,-0.049950744683428056,3D_All,Outside,NA
