"SiteNumber","IslandCode","IslandName","SiteCode","SiteName","Species","ScientificName","CommonName","SurveyYear","SurveyDate","ArmNo","<10cm",">10cm"
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",1998,9/28/1998 0:00:00,2398,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",1998,9/28/1998 0:00:00,2406,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",1998,9/28/1998 0:00:00,2411,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",1998,9/28/1998 0:00:00,2414,0,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",1999,7/19/1999 0:00:00,2392,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",1999,7/19/1999 0:00:00,2394,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",1999,7/19/1999 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",1999,7/19/1999 0:00:00,2398,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",1999,7/19/1999 0:00:00,2414,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2000,7/17/2000 0:00:00,2392,1,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2000,7/17/2000 0:00:00,2394,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2000,7/17/2000 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2000,7/17/2000 0:00:00,2398,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2000,7/17/2000 0:00:00,2414,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,8/27/2001 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,8/27/2001 0:00:00,2394,0,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,8/27/2001 0:00:00,2397,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,8/27/2001 0:00:00,2398,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,8/27/2001 0:00:00,2411,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,8/27/2001 0:00:00,2414,0,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,8/27/2001 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,8/27/2001 0:00:00,2447,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2001,8/27/2001 0:00:00,2448,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,9/23/2002 0:00:00,2392,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,9/23/2002 0:00:00,2394,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,9/23/2002 0:00:00,2397,0,3
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,9/23/2002 0:00:00,2398,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,9/23/2002 0:00:00,2411,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,9/23/2002 0:00:00,2414,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,9/23/2002 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,9/23/2002 0:00:00,2447,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2002,9/23/2002 0:00:00,2448,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,9/22/2003 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,9/22/2003 0:00:00,2394,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,9/22/2003 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,9/22/2003 0:00:00,2398,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,9/22/2003 0:00:00,2411,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,9/22/2003 0:00:00,2414,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,9/22/2003 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,9/22/2003 0:00:00,2447,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2003,9/22/2003 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,7/26/2004 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,7/26/2004 0:00:00,2394,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,7/26/2004 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,7/26/2004 0:00:00,2398,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,7/26/2004 0:00:00,2411,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,7/26/2004 0:00:00,2414,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,7/26/2004 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,7/26/2004 0:00:00,2447,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2004,7/26/2004 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2005,9/19/2005 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2005,9/19/2005 0:00:00,2394,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2005,9/19/2005 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2005,9/19/2005 0:00:00,2411,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2005,9/19/2005 0:00:00,2414,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2005,9/19/2005 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2005,9/19/2005 0:00:00,2447,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2005,9/19/2005 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,9/25/2006 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,9/25/2006 0:00:00,2394,2,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,9/25/2006 0:00:00,2397,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,9/25/2006 0:00:00,2398,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,9/25/2006 0:00:00,2411,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,9/25/2006 0:00:00,2414,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,9/25/2006 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,9/25/2006 0:00:00,2447,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2006,9/25/2006 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,9/24/2007 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,9/24/2007 0:00:00,2394,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,9/24/2007 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,9/24/2007 0:00:00,2398,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,9/24/2007 0:00:00,2411,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,9/24/2007 0:00:00,2414,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,9/24/2007 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,9/24/2007 0:00:00,2447,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2007,9/24/2007 0:00:00,2449,0,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,10/20/2008 0:00:00,2392,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,10/20/2008 0:00:00,2394,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,10/20/2008 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,10/20/2008 0:00:00,2398,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,10/20/2008 0:00:00,2411,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,10/20/2008 0:00:00,2414,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,10/20/2008 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2008,10/20/2008 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,8/17/2009 0:00:00,2392,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,8/17/2009 0:00:00,2394,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,8/17/2009 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,8/17/2009 0:00:00,2398,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,8/17/2009 0:00:00,2411,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,8/17/2009 0:00:00,2414,0,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,8/17/2009 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,8/17/2009 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2009,8/17/2009 0:00:00,2477,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2394,1,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2397,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2398,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2411,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2414,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2010,10/4/2010 0:00:00,2477,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,10/17/2011 0:00:00,2392,0,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,10/17/2011 0:00:00,2394,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,10/17/2011 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,10/17/2011 0:00:00,2411,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,10/17/2011 0:00:00,2414,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,10/17/2011 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2011,10/17/2011 0:00:00,2477,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,8/28/2012 0:00:00,2392,0,3
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,8/28/2012 0:00:00,2394,0,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,8/28/2012 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,8/28/2012 0:00:00,2411,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,8/28/2012 0:00:00,2414,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,8/28/2012 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,8/28/2012 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,8/28/2012 0:00:00,2477,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2012,8/28/2012 0:00:00,2481,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,8/13/2013 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,8/13/2013 0:00:00,2394,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,8/13/2013 0:00:00,2397,0,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,8/13/2013 0:00:00,2411,1,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,8/13/2013 0:00:00,2414,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,8/13/2013 0:00:00,2446,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,8/13/2013 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,8/13/2013 0:00:00,2477,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2013,8/13/2013 0:00:00,2481,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,9/30/2014 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,9/30/2014 0:00:00,2394,0,4
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,9/30/2014 0:00:00,2397,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,9/30/2014 0:00:00,2411,0,3
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/30/2014 0:00:00,2414,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/30/2014 0:00:00,2446,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/30/2014 0:00:00,2449,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/30/2014 0:00:00,2477,2,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2014,7/30/2014 0:00:00,2481,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/12/2015 0:00:00,2392,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/12/2015 0:00:00,2394,0,0
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/12/2015 0:00:00,2397,0,1
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/12/2015 0:00:00,2411,0,2
3,"SR","Santa Rosa Island","JLNO","Johnson's Lee North",11007.00,"Parastichopus parvimensis","warty sea cucumber",2015,8/12/2015 0:00:00,2414,0,0
